File_Name,Rule_ID,Level,Match,Description,Groups,MITRE_ID,If_Sid,If_Matched_Sid,Frequency,Timeframe,Ignore
0490-virustotal_rules.xml,87106,3,,VirusTotal: Error: API request timed out,"gdpr_IV_35.7.d,gdpr_IV_32.2,",,87100,,,,
0495-proxmox-ve_rules.xml,87200,0,,pvedaemon messages grouped.,,,,,,,
0495-proxmox-ve_rules.xml,87201,6,authentication failure; ,Proxmox VE authentication failed.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,87200,,,,
0495-proxmox-ve_rules.xml,87202,10,,Proxmox VE brute force (multiple failed logins).,"authentication_failures,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1110,,87201,8,120,
0495-proxmox-ve_rules.xml,87203,3, successful auth for user ,Proxmox VE authentication succeeded.,"authentication_success,pci_dss_10.2.5,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1078,87200,,,,
0500-owncloud_rules.xml,87300,0,,ownCloud messages grouped.,,,,,,,
0500-owncloud_rules.xml,87310,0,,ownCloud messages grouped.,,,,,,,
0500-owncloud_rules.xml,87301,6,Login failed: ,ownCloud authentication failed.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",,"87300,87310",,,,
0500-owncloud_rules.xml,87302,10,,ownCloud brute force (multiple failed logins).,"authentication_failures,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SI.4,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1110,,87301,8,120,
0500-owncloud_rules.xml,87303,6,"Passed filename is not valid, might be malicious ",ownCloud possible malicious request.,"web,appsec,attack,pci_dss_6.5,pci_dss_11.4,gdpr_IV_35.7.d,nist_800_53_SA.11,nist_800_53_SI.4,tsc_CC6.6,tsc_CC7.1,tsc_CC8.1,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,","T1203,T1102","87300,87310",,,,
0500-owncloud_rules.xml,87304,8,,ownCloud FATAL message.,"gdpr_IV_35.7.d,",,"87300,87310",,,,
0500-owncloud_rules.xml,87305,4,,ownCloud ERROR message.,,,"87300,87310",,,,
0500-owncloud_rules.xml,87306,3,,ownCloud WARN message.,,,"87300,87310",,,,
0500-owncloud_rules.xml,87307,0,,ownCloud INFO message.,,,"87300,87310",,,,
0500-owncloud_rules.xml,87308,0,,ownCloud DEBUG message.,,,"87300,87310",,,,
0505-vuls_rules.xml,22401,0,,Vuls integration event.,,,,,,,
0505-vuls_rules.xml,22402,7,has a update date lower,$(vuls.scanned_cve) has a update date lower than $(vuls.days) days.,"gdpr_IV_35.7.d,",,22401,,,,
0505-vuls_rules.xml,22403,5,,Low vulnerability $(vuls.scanned_cve) detected in scanning launched on c with $(vuls.assurance) reliability ($(vuls.detection_method)). Score: $(vuls.core) ($(vuls.source)). Affected packages: $(vuls.affected_packages),"gdpr_IV_35.7.d,",,22401,,,,
0505-vuls_rules.xml,22404,7,,Medium vulnerability $(vuls.scanned_cve) detected in scanning launched on $(vuls.scan_date) with $(vuls.assurance) reliability ($(vuls.detection_method)). $(vuls.tittle). Score: $(vuls.score) ($(vuls.source)). Affected packages: $(vuls.affected_packages),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,22403,,,,
0505-vuls_rules.xml,22405,10,,High vulnerability $(vuls.scanned_cve) detected in scanning launched on $(vuls.scan_date) with $(vuls.assurance) reliability ($(vuls.detection_method)). $(vuls.tittle). Score: $(vuls.score) ($(vuls.source)). Affected packages: $(vuls.affected_packages),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,22403,,,,
0505-vuls_rules.xml,22406,13,,Critical vulnerability $(vuls.scanned_cve) detected in scanning launched on $(vuls.scan_date) with $(vuls.assurance) reliability ($(vuls.detection_method)). $(vuls.tittle). Score: $(vuls.score) ($(vuls.source)). Affected packages: $(vuls.affected_packages),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,22403,,,,
0505-vuls_rules.xml,22407,7,,Vulnerability $(vuls.scanned_cve) affects critical parts of the system.,"pci_dss_10.6.1,gdpr_IV_35.7.d,",,22401,,,,
0510-ciscat_rules.xml,87401,0,,Event decoded by CIS-CAT decoder,,,,,,,
0510-ciscat_rules.xml,87402,0,"""cis"":{",CIS-CAT events.,,,,,,,
0510-ciscat_rules.xml,87403,0,"""cis-data"":{",Old CIS-CAT events.,,,,,,,
0510-ciscat_rules.xml,87404,3,,CIS-CAT: assessment information for scan $(scan_id),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87405,3,,CIS-CAT: assessment information for scan $(scan_id),,,87403,,,,
0510-ciscat_rules.xml,87406,0,,CIS-CAT: $(cis.rule_title) (passed),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87407,0,,CIS-CAT: $(cis-data.rule_title) (passed),,,87403,,,,
0510-ciscat_rules.xml,87408,0,,CIS-CAT: $(cis.rule_title) (not checked),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87409,0,,CIS-CAT: $(cis-data.rule_title) (not checked),,,87403,,,,
0510-ciscat_rules.xml,87410,0,,CIS-CAT: $(cis.rule_title) (not selected),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87411,0,,CIS-CAT: $(cis-data.rule_title) (not selected),,,87403,,,,
0510-ciscat_rules.xml,87412,3,,CIS-CAT: $(cis.rule_title) (error),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87413,3,,CIS-CAT: $(cis-data.rule_title) (error),,,87403,,,,
0510-ciscat_rules.xml,87414,3,,CIS-CAT: $(cis.rule_title) (unknown),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87415,3,,CIS-CAT: $(cis-data.rule_title) (unknown),,,87403,,,,
0510-ciscat_rules.xml,87416,1,,CIS-CAT: $(cis.rule_title) (informational),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87417,1,,CIS-CAT: $(cis-data.rule_title) (informational),,,87403,,,,
0510-ciscat_rules.xml,87418,7,,CIS-CAT: $(cis.rule_title) (failed),"gdpr_IV_35.7.d,",,"87401, 87402",,,,
0510-ciscat_rules.xml,87419,7,,CIS-CAT: $(cis-data.rule_title) (failed),"gdpr_IV_35.7.d,",,87403,,,,
0510-ciscat_rules.xml,87420,4,,CIS-CAT Report overview: Score less than 90% ($(cis.score)),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87421,4,,CIS-CAT Report overview: Score less than 90% ($(cis-data.score) %),,,87403,,,,
0510-ciscat_rules.xml,87422,5,,CIS-CAT Report overview: Score less than 80% ($(cis.score)),,,"87401, 87402",,,,
0510-ciscat_rules.xml,87423,5,,CIS-CAT Report overview: Score less than 80% ($(cis-data.score) %),,,87403,,,,
0510-ciscat_rules.xml,87424,7,,CIS-CAT Report overview: Score less than 50% ($(cis.score)),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,"87401, 87402",,,,
0510-ciscat_rules.xml,87425,7,,CIS-CAT Report overview: Score less than 50% ($(cis-data.score) %),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,87403,,,,
0510-ciscat_rules.xml,87426,9,,CIS-CAT Report overview: Score less than 30% ($(cis.score)),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,"87401, 87402",,,,
0510-ciscat_rules.xml,87427,9,,CIS-CAT Report overview: Score less than 30% ($(cis-data.score) %),"pci_dss_10.6.1,gdpr_IV_35.7.d,",,87403,,,,
0515-exim_rules.xml,87500,0,,Exim: SMTP Messages Grouped.,,,,,,,
0515-exim_rules.xml,87501,0,,dovecot messages grouped.,,,,,,,
0515-exim_rules.xml,87502,5,authenticator failed,Exim: Auth failed.,"authentication_failed,gdpr_IV_32.2,gdpr_IV_35.7.d,invalid_login,pci_dss_10.2.4,pci_dss_10.2.5,",,87501,,,,
0515-exim_rules.xml,87503,10,,Exim: brute force attack (multiple auth failures).,"authentication_failures,gdpr_IV_32.2,gdpr_IV_35.7.d,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_11.4,",T1110,,87502,8,240,
0515-exim_rules.xml,87504,0,connection count =,Exim: connection.,,,87500,,,,
0515-exim_rules.xml,87505,1,lost$,Exim: connection lost.,,,87500,,,,
0515-exim_rules.xml,87506,5,dropped: too many syntax or protocol errors,Exim: syntax or protocol errors.,,,87500,,,,
0515-exim_rules.xml,87507,6,input sent without waiting for greeting,Exim: SMTP protocol synchronization error (input sent without waiting for greeting).,,,87500,,,,
0515-exim_rules.xml,87508,6,rejected RCPT,Exim: RCPT rejected. Error: $(error_message).,,,,,,,
0520-vulnerability-detector_rules.xml,23501,0,,$(vulnerability.cve) affects $(vulnerability.package.name),,,,,,,
0520-vulnerability-detector_rules.xml,23502,3,,The $(vulnerability.cve) that affected $(vulnerability.package.name) was solved due to an update in the agent or feed.,,,23501,,,,
0520-vulnerability-detector_rules.xml,23503,5,,$(vulnerability.cve) affects $(vulnerability.package.name),,,23501,,,,
0520-vulnerability-detector_rules.xml,23504,7,,$(vulnerability.cve) affects $(vulnerability.package.name),,,23501,,,,
0520-vulnerability-detector_rules.xml,23505,10,,$(vulnerability.cve) affects $(vulnerability.package.name),,,23501,,,,
0520-vulnerability-detector_rules.xml,23506,13,,$(vulnerability.cve) affects $(vulnerability.package.name),,,23501,,,,
0520-vulnerability-detector_rules.xml,23507,3,,Vulnerabilities cleared,,,,,,,
0520-vulnerability-detector_rules.xml,23508,3,,"$(vulnerability.cve) affects $(vulnerability.package.name) (Missing information, CVE awaiting analysis)",,,23501,,,,
0530-mysql_audit_rules.xml,88000,0,,Percona Server audit events grouped.,,,,,,,
0530-mysql_audit_rules.xml,88001,3,,Percona audit: authentication success.,"authentication_success,pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gpg13_7.2,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",T1078,88000,,,,
0530-mysql_audit_rules.xml,88002,3,,Percona audit: user logout.,"pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gpg13_7.2,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",,88000,,,,
0530-mysql_audit_rules.xml,88003,9,,Percona audit: authentication failure.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",,88000,,,,
0530-mysql_audit_rules.xml,88004,3,,Percona audit success: $(audit_record.command_class) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,88000,,,,
0530-mysql_audit_rules.xml,88005,5,,Percona audit success: $(audit_record.command_class) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,88004,,,,
0530-mysql_audit_rules.xml,88006,3,,Percona audit failed: $(audit_record.command_class) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,88000,,,,
0530-mysql_audit_rules.xml,88007,5,,Percona audit failed: $(audit_record.command_class) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,88006,,,,
0530-mysql_audit_rules.xml,89050,0,,McAfee AUDIT Plugin for MySQL events grouped.,,,,,,,
0530-mysql_audit_rules.xml,89051,3,,McAfee MySQL audit: authentication attempt.,"pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gpg13_7.2,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",,89050,,,,
0530-mysql_audit_rules.xml,89052,3,,McAfee MySQL audit: user logout.,"pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gpg13_7.2,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",,89050,,,,
0530-mysql_audit_rules.xml,89053,9,,McAfee MySQL audit: authentication failure.,"authentication_failed,pci_dss_10.2.4,pci_dss_10.2.5,pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,gdpr_IV_32.2,hipaa_164.312.b,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_AU.14,nist_800_53_AC.7,nist_800_53_SC.2,tsc_CC6.1,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,tsc_PI1.4,tsc_PI1.5,",,89050,,,,
0530-mysql_audit_rules.xml,89054,3,,McAfee MySQL audit success: $(cmd) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,89050,,,,
0530-mysql_audit_rules.xml,89055,5,,McAfee MySQL audit success: $(cmd) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,89054,,,,
0530-mysql_audit_rules.xml,89056,3,,McAfee MySQL audit failed: $(cmd) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,89050,,,,
0530-mysql_audit_rules.xml,89057,5,,McAfee MySQL audit failed: $(cmd) statement.,"pci_dss_8.7,gpg13_7.1,gdpr_IV_35.7.d,hipaa_164.312.d,hipaa_164.312.e.1,hipaa_164.312.e.2.I,hipaa_164.312.e.2.II,nist_800_53_SC.2,tsc_PI1.4,tsc_PI1.5,",,89056,,,,
0535-mariadb_rules.xml,88100,0,,MariaDB group messages.,,,,,,,
0535-mariadb_rules.xml,88101,5,,MariaDB error message,"gdpr_IV_35.7.d,",,88100,,,,
0535-mariadb_rules.xml,88102,3,,MariaDB warning message,,,88100,,,,
0535-mariadb_rules.xml,88103,0,,MariaDB log message,,,88100,,,,
0540-pfsense_rules.xml,87700,0,,pfSense firewall rules grouped.,,,,,,,
0540-pfsense_rules.xml,87701,5,,pfSense firewall drop event.,"firewall_block,pci_dss_1.4,gpg13_4.12,hipaa_164.312.a.1,nist_800_53_SC.7,tsc_CC6.7,tsc_CC6.8,",,87700,,,,
0540-pfsense_rules.xml,87702,10,,Multiple pfSense firewall blocks events from same source.,"multiple_blocks,pci_dss_1.4,pci_dss_10.6.1,gpg13_4.12,hipaa_164.312.a.1,hipaa_164.312.b,nist_800_53_SC.7,nist_800_53_AU.6,tsc_CC6.7,tsc_CC6.8,tsc_CC7.2,tsc_CC7.3,",T1110,,87701,18,45,240
0545-osquery_rules.xml,24000,3,,osquery message,,,,,,,
0545-osquery_rules.xml,24001,5,,osquery error message,,,24000,,,,
0545-osquery_rules.xml,24002,3,,osquery warning message,,,24000,,,,
0545-osquery_rules.xml,24003,2,,osquery information message,,,24000,,,,
0545-osquery_rules.xml,24010,3,,osquery: $(osquery.name) query result,,,24000,,,,
0545-osquery_rules.xml,24011,4,,osquery: System memory is under $(osquery.columns.threshold),,,24010,,,,
0545-osquery_rules.xml,24012,4,,osquery: System memory is under $(osquery.columns.threshold),,,24010,,,,
0545-osquery_rules.xml,24013,4,,osquery: Free disk space is under $(osquery.columns.threshold),,,24010,,,,
0545-osquery_rules.xml,24014,4,,osquery: Disk busy time is over $(osquery.columns.threshold),,,24010,,,,
0545-osquery_rules.xml,24020,4,,osquery: $(osquery.pack) query result,"osquery_monitoring,",,24010,,,,
0545-osquery_rules.xml,24021,4,,osquery: $(osquery.pack) $(osquery.subquery): The pack executed is $(osquery.columns.name) and the interval is $(osquery.columns.interval) ,"osquery_monitoring,",,24020,,,,
0545-osquery_rules.xml,24022,4,,osquery: $(osquery.pack) $(osquery.subquery): The event executed is $(osquery.columns.name) and the publisher is $(osquery.columns.publisher) ,"osquery_monitoring,",,24020,,,,
0545-osquery_rules.xml,24023,4,,osquery: $(osquery.pack) $(osquery.subquery): Osquery version is $(osquery.columns.version) build on $(osquery.columns.build_platform) $(osquery.columns.build_distro),"osquery_monitoring,",,24020,,,,
0545-osquery_rules.xml,24030,4,,osquery: $(osquery.pack) query result,"incident_response,",,24010,,,,
0545-osquery_rules.xml,24031,4,,osquery: $(osquery.pack) $(osquery.subquery): Running daemon is $(osquery.columns.label) with path $(osquery.columns.program) and username $(osquery.columns.username),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24032,4,,osquery: $(osquery.pack) $(osquery.subquery): Program $(osquery.columns.name) is launched at system startup,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24033,4,,osquery: $(osquery.pack) $(osquery.subquery): Command launched $(osquery.columns.command) at $(osquery.columns.hour):$(osquery.columns.minute) $(osquery.columns.day_of_month) $(osquery.columns.month) ,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24034,4,,"osquery: $(osquery.pack) $(osquery.subquery): Key $(osquery.columns.key), Value $(osquery.columns.value)","incident_response,",,24030,,,,
0545-osquery_rules.xml,24035,4,,"osquery: $(osquery.pack) $(osquery.subquery): Key $(osquery.columns.key), Value $(osquery.columns.value)","incident_response,",,24030,,,,
0545-osquery_rules.xml,24036,4,,"osquery: $(osquery.pack) $(osquery.subquery): Username $(osquery.columns.username), Key $(osquery.columns.key)","incident_response,",,24030,,,,
0545-osquery_rules.xml,24037,4,,"osquery: $(osquery.pack) $(osquery.subquery): Username $(osquery.columns.username), Key $(osquery.columns.key)","incident_response,",,24030,,,,
0545-osquery_rules.xml,24038,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX version $(osquery.columns.version),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24039,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX version $(osquery.columns.version),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24040,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX service exceptions path $(osquery.columns.path),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24041,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX service $(osquery.columns.service) state $(osquery.columns.state),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24042,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.process) has explicit authorization for Application Layer Firewall OSX,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24043,4,,osquery: $(osquery.pack) $(osquery.subquery): Address $(osquery.columns.address) Hostnames $(osquery.columns.hostnames),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24044,4,,osquery: $(osquery.pack) $(osquery.subquery): Kernel module $(osquery.columns.name) version $(osquery.columns.version),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24045,4,,osquery: $(osquery.pack) $(osquery.subquery): OS Kernel module $(osquery.columns.name) is enabled and used by $(osquery.columns.used_by),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24046,4,,osquery: $(osquery.pack) $(osquery.subquery): User $(osquery.columns.username) host $(osquery.columns.host),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24047,4,,osquery: $(osquery.pack) $(osquery.subquery): OS X Application $(osquery.columns.name) version $(osquery.columns.bundle_version) is installed,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24048,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.pid) has local port $(osquery.columns.local_port) opened,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24049,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.pid) has file $(osquery.columns.path) opened,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24050,4,,osquery: $(osquery.pack) $(osquery.subquery): User $(osquery.columns.user) is logged from host $(osquery.columns.host) ,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24051,4,,osquery: $(osquery.pack) $(osquery.subquery): Status of IP/IPv6 forwarding $(osquery.columns.name) value $(osquery.columns.current_value),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24052,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.pid) Environment variable $(osquery.columns.key) value $(osquery.columns.value),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24053,4,,osquery: $(osquery.pack) $(osquery.subquery): Mount point at $(osquery.columns.device) with $(osquery.columns.blocks_free) free blocks,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24054,4,,osquery: $(osquery.pack) $(osquery.subquery): Shared NFS $(osquery.columns.share) options $(osquery.columns.options) ,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24055,4,,osquery: $(osquery.pack) $(osquery.subquery): User $(osquery.columns.username) history file $(osquery.columns.history_file) executed command $(osquery.columns.command),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24056,4,,osquery: $(osquery.pack) $(osquery.subquery): User $(osquery.columns.username) opened recent item $(osquery.columns.value),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24057,4,,osquery: $(osquery.pack) $(osquery.subquery): Virtual interface $(osquery.columns.name) with uuid $(osquery.columns.uuid) is on the system,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24058,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.pid) has opened port $(osquery.columns.port) address $(osquery.columns.address) ,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24059,4,,osquery: $(osquery.pack) $(osquery.subquery): File $(osquery.columns.path) has setuid enabled,"incident_response,",T1548.001,24030,,,,
0545-osquery_rules.xml,24060,4,,"osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.pid) $(osquery.columns.path) memory start $(osquery.columns.start), memory end $(osquery.columns.end)","incident_response,",,24030,,,,
0545-osquery_rules.xml,24061,4,,osquery: $(osquery.pack) $(osquery.subquery): ARP cache: Address $(osquery.columns.address) MAC $(osquery.columns.mac) Interface $(osquery.columns.interface),"incident_response,",T1095,24030,,,,
0545-osquery_rules.xml,24062,4,,osquery: $(osquery.pack) $(osquery.subquery): Wireless network $(osquery.columns.network_name) is on remembered list,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24063,4,,osquery: $(osquery.pack) $(osquery.subquery): Device $(osquery.columns.name) encryption status is $(osquery.columns.encryption_status),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24064,4,,osquery: $(osquery.pack) $(osquery.subquery): Iptable source ip $(osquery.columns.src_ip) with policy $(osquery.columns.policy) and target $(osquery.columns.target) has a packet count of $(osquery.columns.packets),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24065,4,,osquery: $(osquery.pack) $(osquery.subquery): App scheme $(osquery.columns.scheme) handler is $(osquery.columns.handler),"incident_response,",,24030,,,,
0545-osquery_rules.xml,24066,4,,osquery: $(osquery.pack) $(osquery.subquery): Sandbox $(osquery.columns.label) with user $(osquery.columns.user) is enabled,"incident_response,",,24030,,,,
0545-osquery_rules.xml,24100,4,,osquery: $(osquery.pack) query result,"it_compliance,",,24010,,,,
0545-osquery_rules.xml,24101,4,,osquery: $(osquery.pack) $(osquery.subquery): Osquery version is $(osquery.columns.version) build on $(osquery.columns.build_platform) $(osquery.columns.build_distro),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24102,4,,osquery: $(osquery.pack) $(osquery.subquery): Active Directory name $(osquery.columns.name) with domain $(osquery.columns.domain) has a value of $(osquery.columns.value),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24103,4,,"osquery: $(osquery.pack) $(osquery.subquery): OS kernel version $(osquery.columns.version), path $(osquery.columns.path)","it_compliance,",,24100,,,,
0545-osquery_rules.xml,24104,4,,osquery: $(osquery.pack) $(osquery.subquery): OS $(osquery.columns.name) $(osquery.columns.version) $(osquery.columns.major).$(osquery.columns.minor) $(osquery.columns.codename),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24105,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX version $(osquery.columns.version),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24106,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX version $(osquery.columns.version),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24107,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX service exceptions path $(osquery.columns.path),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24108,4,,osquery: $(osquery.pack) $(osquery.subquery): Application Layer Firewall for OSX service $(osquery.columns.service) state $(osquery.columns.state),"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24109,4,,osquery: $(osquery.pack) $(osquery.subquery): Process $(osquery.columns.process) has explicit authorization for Application Layer Firewall OSX,"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24110,4,,osquery: $(osquery.pack) $(osquery.subquery): Mount point $(osquery.columns.path) at with $(osquery.columns.blocks_free) free blocks,"it_compliance,",,24100,,,,
0545-osquery_rules.xml,24111,4,,osquery: $(osquery.pack) $(osquery.subquery): Shared NFS $(osquery.columns.share) options $(osquery.columns.options),"it_compliance,",,24100,,,,
